Date,ElCons,Heat,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
13/01/2020 11:00,61.16,80,7,1006,85,2,-0.2,34712,256,7.6,4.1
13/01/2020 12:00,59.57,90,7,1006.1,85,1.9,-0.3,30455,241,5.1,3.3
13/01/2020 13:00,57.25,80,6,1006.4,87,1.6,-0.4,37284,256,3.7,2.4
13/01/2020 14:00,54.44,90,7,1006.5,86,1.5,-0.6,30506,233,5.3,3.4
13/01/2020 15:00,51.18,80,7,1006.6,87,1.6,-0.3,26076,237,5,3.3
13/01/2020 16:00,41.48,90,7,1006.8,86,1.7,-0.4,28605,234,7.9,4.5
13/01/2020 17:00,35.45,80,7,1007.2,86,1.8,-0.3,28162,234,8.6,5
13/01/2020 18:00,33.74,70,7,1007.2,86,1.7,-0.4,28819,246,6.3,4.1
13/01/2020 19:00,32.95,70,7,1007.3,85,2.1,0,34504,236,6,3.9
13/01/2020 20:00,29.12,80,5,1007.4,87,1.8,-0.1,31722,220,3.8,2.8
13/01/2020 21:00,16.93,80,8,1007.6,86,2.4,0.2,37845,222,7.5,4.6
13/01/2020 22:00,17,80,7,1007.7,87,2.4,0.5,39793,230,6.8,3.6
13/01/2020 23:00,16.16,60,7,1007.8,86,2.4,0.3,40658,236,6.2,4.2
14/01/2020 00:00,16.15,50,7,1008,86,2.3,0.2,41271,246,6.5,4.1
14/01/2020 01:00,16.25,60,8,1008.5,83,2.8,0.3,40774,244,6.6,4.4
14/01/2020 02:00,16.15,60,7,1008.6,82,3.2,0.4,36453,240,7.5,4.5
14/01/2020 03:00,16.23,50,7,1008.8,80,3.2,0,45552,240,5.3,3.5
14/01/2020 04:00,16,60,7,1009.2,81,2.9,-0.1,37554,234,5.6,3.4
14/01/2020 05:00,28.42,50,0,1009.3,83,2.3,-0.3,38251,222,6,3.7
14/01/2020 06:00,30.63,60,6,1009.4,85,2.8,0.5,37238,236,4.6,2.6
14/01/2020 07:00,39.96,60,8,1009.7,79,3.6,0.3,40046,242,6.7,4
14/01/2020 08:00,57.08,80,8,1009.6,81,3.8,0.8,33192,213,5.3,3.3
14/01/2020 09:00,59.55,80,7,1009.6,88,4,2.2,24242,208,8.9,6
14/01/2020 10:00,57.78,80,7,1009.5,85,4,1.8,30163,200,9.5,6.7
14/01/2020 11:00,57.88,70,7,1009.2,88,3.7,1.9,20438,194,10.7,6.7
14/01/2020 12:00,60.77,60,8,1008.6,87,3.8,1.8,18231,194,11.8,7.3
14/01/2020 13:00,58.76,80,8,1007.5,84,4,1.6,40810,184,11.7,7.7
14/01/2020 14:00,57.13,70,8,1006.7,85,4.1,1.7,42100,181,11.7,7.8
14/01/2020 15:00,52.51,60,8,1005.8,84,3.8,1.3,45462,181,10.8,7.2
14/01/2020 16:00,43.17,70,8,1004.9,84,3.3,0.8,47030,179,12.9,7.9
14/01/2020 17:00,34.95,70,8,1003.7,85,3.4,1.1,33726,181,14.4,8.4
14/01/2020 18:00,31.54,60,8,1002.7,92,2.8,1.6,8239,173,11,6.9
14/01/2020 19:00,30.78,70,8,1001.5,91,3.1,1.9,8909,186,15.3,9.3
14/01/2020 20:00,28.62,60,8,1000.7,93,2.9,1.9,9406,189,11.7,8.1
14/01/2020 21:00,16.33,80,8,1000.3,93,3.4,2.4,6586,193,11.9,7.9
14/01/2020 22:00,16.02,70,8,999.8,95,4.3,3.5,12872,200,12.2,7.7
14/01/2020 23:00,15.36,70,8,1000.2,94,4.9,4.1,14968,215,9.5,5.8
15/01/2020 00:00,15.3,50,8,1000.6,90,5.5,4,26393,219,9.6,5.5
15/01/2020 01:00,15.41,50,8,1000.7,90,5.4,3.9,28251,221,10.8,6.2
15/01/2020 02:00,15.51,50,7,1000,89,5.6,3.9,23036,211,10.1,5.8
15/01/2020 03:00,15.21,40,8,1000.1,92,5.3,4.1,22347,208,13.8,8.1
15/01/2020 04:00,15.39,50,8,1000,91,5.3,4,21172,212,10.2,7
15/01/2020 05:00,28.87,40,8,998.9,94,4.9,4,13059,195,10.7,5.8
15/01/2020 06:00,31.5,50,8,996.9,95,5,4.3,10361,180,9.7,6.2
15/01/2020 07:00,42.33,50,8,995.9,96,5.3,4.7,8725,182,11.3,7.8
15/01/2020 08:00,57.97,60,8,995.1,95,5.6,4.8,4979,196,16,9
15/01/2020 09:00,61.89,70,8,994.7,95,5.7,5,5786,208,14.4,9.5
15/01/2020 10:00,59.31,70,8,994.6,95,6.6,5.8,12901,210,13.8,8.3
15/01/2020 11:00,61.84,60,8,994.8,91,7.5,6.2,16566,220,15.1,9.4
15/01/2020 12:00,63.38,60,8,995.3,90,7.6,6.1,22093,223,15.3,9.9
15/01/2020 13:00,60.89,60,8,995.5,93,7.4,6.3,8916,218,14,8.8
15/01/2020 14:00,57.48,50,8,995.8,92,7.7,6.5,12756,225,13.2,8.7
15/01/2020 15:00,52.52,60,8,996.3,94,7.3,6.5,3473,221,13,7.7
15/01/2020 16:00,42.61,50,8,997,94,7.3,6.4,25044,221,11.3,6.1
15/01/2020 17:00,36.35,50,7,997.6,93,7.2,6.2,30112,218,9.3,6.5
15/01/2020 18:00,33.66,50,8,998.1,92,6.8,5.5,29298,221,9.1,5.6
15/01/2020 19:00,31.3,50,7,999,90,6.5,5,32331,231,6.5,4.3
15/01/2020 20:00,28.9,50,2,1000,85,6.2,3.9,43979,231,6.4,3.6
15/01/2020 21:00,15.95,50,7,1000.6,82,6.1,3.2,41695,228,7.4,4.3
15/01/2020 22:00,15.93,60,5,1001.1,89,5.6,4,36235,227,4.6,3.1
15/01/2020 23:00,15.17,40,8,1001.5,91,5.9,4.5,35401,217,6.5,3.9
16/01/2020 00:00,15.37,50,8,1001.8,90,5.9,4.5,32400,221,6.1,3.9
16/01/2020 01:00,15.19,40,8,1001.3,81,6,2.9,47543,211,5.4,3.8
16/01/2020 02:00,15.3,40,8,1001.1,76,5.9,2,50000,214,9.9,5.2
16/01/2020 03:00,15.31,40,8,1002,78,5.3,1.7,50000,226,9.8,5.9
16/01/2020 04:00,15.07,50,8,1002.6,84,4.6,2.1,50000,229,7.2,4.4
16/01/2020 05:00,28,40,8,1003.3,85,4.5,2.2,50000,225,7.3,4.7
16/01/2020 06:00,30.01,50,7,1003.8,86,4.4,2.3,50000,236,5.6,3.9
16/01/2020 07:00,41.16,50,0,1004.6,88,3.9,2.2,47517,227,4.6,3.1
16/01/2020 08:00,57.95,60,7,1005.5,83,5.2,2.5,41877,232,7.2,4.6
16/01/2020 09:00,61.45,80,8,1006.3,82,5.5,2.6,43549,234,8.1,4.3
16/01/2020 10:00,59.62,80,8,1006.8,86,5.3,3.1,15675,233,6.9,4
16/01/2020 11:00,60.37,50,8,1007.4,88,5.4,3.6,17548,234,5.4,3.3
16/01/2020 12:00,61.57,60,8,1008,83,6,3.3,22886,248,6,3.5
16/01/2020 13:00,63.6,60,8,1008.8,82,6.2,3.2,21518,241,8.2,5
16/01/2020 14:00,58.9,70,7,1009.6,82,6,3.2,20911,245,6.3,4.4
16/01/2020 15:00,53.28,70,7,1010.4,83,5.9,3.3,19820,249,7.3,4.1
16/01/2020 16:00,41.32,60,7,1011.1,88,5.3,3.4,17867,229,4,2.5
16/01/2020 17:00,35.36,60,6,1011.7,88,5.1,3.3,17026,236,5.1,3.4
16/01/2020 18:00,32.15,60,2,1012.1,89,4.7,3.1,16987,238,5.5,3.3
16/01/2020 19:00,31.41,60,4,1012.9,87,5,3,18673,246,3.6,2.7
16/01/2020 20:00,29.13,50,0,1013.6,89,4.6,2.9,17026,248,5,3.2
16/01/2020 21:00,16.78,70,0,1014.6,88,4.8,2.9,19550,260,7.2,4.6
16/01/2020 22:00,16.47,60,0,1015,90,4,2.5,17098,254,4.8,3
16/01/2020 23:00,16.23,50,0,1015.7,92,3.3,2.2,15995,208,3,1.9
17/01/2020 00:00,15.96,50,0,1016.2,94,3,2.1,13743,220,3.2,2
17/01/2020 01:00,15.9,50,0,1017.1,94,3,2.1,13264,226,4.1,2.5
17/01/2020 02:00,16.16,50,0,1016.9,95,3,2.3,13454,222,3.4,1.8
17/01/2020 03:00,15.95,50,1,1017.3,95,2.7,2,11893,231,2.9,1.9
17/01/2020 04:00,15.99,50,8,1017.6,94,3.2,2.3,12805,250,5.1,3.2
17/01/2020 05:00,28.94,50,7,1018,96,2.5,1.9,11723,219,3.4,2.2
17/01/2020 06:00,31.78,60,4,1018.3,94,3,2.1,12810,233,4.2,2.6
17/01/2020 07:00,42.86,60,7,1018.4,93,3.2,2.1,14170,231,5.1,2.8
17/01/2020 08:00,57.42,70,8,1018.8,92,3.7,2.5,14264,225,6.9,3.9
17/01/2020 09:00,61.27,80,8,1019,91,4.2,2.8,15461,234,6.4,4.1
17/01/2020 10:00,59.03,80,8,1019.1,89,4.8,3,16839,231,7.3,4.2
17/01/2020 11:00,60.3,60,8,1018.8,87,5.1,3.1,19066,228,8,5.2
17/01/2020 12:00,59.53,70,8,1018.9,87,5.3,3.4,21375,227,12.2,6
17/01/2020 13:00,59.11,80,7,1018.9,85,5,2.7,25110,223,7.8,4.8
17/01/2020 14:00,56.17,60,7,1018.8,87,4.9,2.9,23461,213,7.4,4.7
17/01/2020 15:00,48.66,70,8,1018.3,90,5,3.4,19391,215,7.9,5.3
17/01/2020 16:00,39.84,60,8,1018.2,88,5.1,3.3,24034,205,9.3,5.4
17/01/2020 17:00,33.94,60,8,1017.8,90,4.7,3.2,20210,203,10,6.5
17/01/2020 18:00,31.94,70,8,1017.5,91,4.7,3.3,20556,207,11.7,6.8
17/01/2020 19:00,29.96,50,8,1016.9,91,4.8,3.4,18948,205,11.7,6.4
17/01/2020 20:00,27.49,60,8,1016.7,91,5,3.6,14543,209,10.9,6.6
17/01/2020 21:00,14.92,60,8,1016.6,92,4.8,3.7,6535,208,8.3,5.6
17/01/2020 22:00,14.96,70,8,1016.4,91,5,3.6,15010,211,8.1,4.7
17/01/2020 23:00,14.12,50,8,1016.1,89,4.7,3,24017,207,7.5,5
18/01/2020 00:00,14.16,50,8,1015.7,88,4.5,2.8,24027,214,6.3,4.2
18/01/2020 01:00,14.25,50,2,1015.3,88,3.9,2.1,23707,214,6.8,3.8
18/01/2020 02:00,14.14,40,0,1014.8,87,3.4,1.5,27285,180,4.3,2.6
18/01/2020 03:00,14.26,50,6,1013.7,85,3,0.6,34652,165,3.7,2.4
18/01/2020 04:00,14.29,50,1,1012.5,85,2,-0.2,38161,154,4,2.9
18/01/2020 05:00,15.2,50,0,1012.1,87,2,0,32805,178,6.8,4.5
18/01/2020 06:00,14.71,50,7,1011.4,84,2,-0.3,25375,190,7.9,5.5
18/01/2020 07:00,15.2,50,8,1010.8,84,2,-0.4,23094,194,7.1,5.3
18/01/2020 08:00,18.17,60,8,1010.3,86,2.4,0.2,21945,207,7.1,4.7
18/01/2020 09:00,19.88,60,8,1010.1,93,2.3,1.3,4318,206,10.1,5.9
18/01/2020 10:00,18.95,90,8,1009.6,92,2.8,1.6,7780,205,8.7,6.1
18/01/2020 11:00,18.82,70,8,1009.4,96,2.8,2.2,2566,197,8.7,6
18/01/2020 12:00,19.19,70,8,1009.3,97,3.4,3,2629,207,10,5.8
18/01/2020 13:00,19.21,70,8,1009.2,96,3.7,3.2,3063,204,9.3,5.8
18/01/2020 14:00,19.21,70,8,1009.1,96,3.9,3.4,3152,204,9.7,6.3
18/01/2020 15:00,18.48,60,8,1009,96,4.1,3.5,3627,202,11.4,7.2
18/01/2020 16:00,17.92,70,8,1008.9,96,4.2,3.7,4421,196,12.6,7.2
18/01/2020 17:00,18.12,70,8,1009.1,97,4.5,4.1,2584,204,9,6.4
18/01/2020 18:00,18.08,60,8,1009.1,97,4.7,4.3,3448,208,10.6,6.2
18/01/2020 19:00,18.19,60,8,1009.2,97,5.1,4.8,4104,208,11.2,6.8
18/01/2020 20:00,15.97,70,8,1009.4,93,5.3,4.4,10106,210,11.4,6.3
18/01/2020 21:00,15.15,70,8,1009.7,92,5.2,4,15844,211,8.1,5.8
18/01/2020 22:00,15.12,80,8,1010,91,5.1,3.7,24223,207,8.7,5.6
18/01/2020 23:00,14.4,50,7,1010.3,89,4.8,3.3,33067,210,10.5,6.3
19/01/2020 00:00,14.32,50,7,1010.2,89,4.8,3.1,25517,208,11.2,6.4
19/01/2020 01:00,14.08,40,7,1010.3,89,4.8,3.1,27428,211,11.2,7
19/01/2020 02:00,14.43,50,8,1010.5,90,4.6,3.1,20587,209,10.5,6.4
19/01/2020 03:00,14.16,50,8,1010.4,93,4.4,3.3,8727,211,11.1,7.1
19/01/2020 04:00,14.42,50,8,1010.6,91,4.6,3.3,11753,214,7.7,5.1
19/01/2020 05:00,14.95,40,7,1011,90,4.3,2.7,50000,222,6.5,4.3
19/01/2020 06:00,15.21,50,7,1011.3,90,4.3,2.8,46322,217,9.5,5.6
19/01/2020 07:00,14.9,50,8,1011.8,89,4.7,3.1,50000,225,7.7,5.3
19/01/2020 08:00,18.16,60,8,1013,88,4.6,2.8,29630,265,11.9,6.3
19/01/2020 09:00,17.78,50,8,1014.8,86,3.3,1.2,37015,284,11.8,5.5
19/01/2020 10:00,17.89,70,8,1016.3,83,2.5,0,50000,284,8.2,5.1
19/01/2020 11:00,17.53,70,8,1017.4,85,2.7,0.4,50000,277,7.6,4.6
19/01/2020 12:00,17.59,70,8,1018.5,84,3,0.5,49080,275,8.4,5
19/01/2020 13:00,17.54,70,7,1019.3,84,3.1,0.7,50000,263,6.5,4.2
19/01/2020 14:00,17.83,70,7,1020.1,84,3.1,0.8,50000,253,5.2,3.5
19/01/2020 15:00,17.6,70,7,1020.8,88,2.9,1.1,50000,246,3.9,2.4
19/01/2020 16:00,17.75,60,7,1021.2,88,3,1.3,50000,255,5.9,3.2
19/01/2020 17:00,17.87,70,8,1022.2,86,3.4,1.2,50000,254,6.2,4.2
19/01/2020 18:00,18.04,70,8,1022.9,84,3.6,1.1,50000,275,5.4,3.5
19/01/2020 19:00,17.95,70,8,1023.2,84,3.7,1.2,50000,266,5.8,3.7
19/01/2020 20:00,15.79,60,8,1023.7,84,3.7,1.3,49823,276,9.9,5.6
19/01/2020 21:00,15.11,70,8,1024.4,83,3.9,1.3,50000,282,5.7,3.8
19/01/2020 22:00,14.97,90,8,1024.8,81,4.1,1,50000,271,7.8,4.2
19/01/2020 23:00,14.21,50,8,1025.1,82,3.9,1.1,50000,283,6.4,3.8
20/01/2020 00:00,14.23,50,8,1025.5,81,3.9,0.9,50000,284,8.2,4.5
20/01/2020 01:00,14.31,50,8,1025.5,82,3.9,1.1,50000,286,6.7,3.8
20/01/2020 02:00,14.05,50,8,1026,81,3.9,0.9,50000,291,7.9,5.4
20/01/2020 03:00,14.11,60,8,1026,83,3.7,1.1,50000,285,7.4,4.6
20/01/2020 04:00,24.86,50,7,1025.4,82,3.4,0.6,50000,255,4.5,3.3
20/01/2020 05:00,28.87,50,7,1025,83,3,0.4,48611,237,6,3.7
20/01/2020 06:00,30.72,60,3,1024.7,85,2.1,-0.2,29864,242,7.3,3.9
20/01/2020 07:00,41.29,60,1,1024.9,83,1.4,-1.1,27713,245,7,4.1
20/01/2020 08:00,61.95,80,2,1024.7,82,1.6,-1.2,28526,234,4.8,3.1
20/01/2020 09:00,66.49,80,7,1024.4,77,2.2,-1.5,33625,247,6,3.5
20/01/2020 10:00,59.83,100,7,1023,64,3.4,-2.8,37576,237,9.7,4.6
20/01/2020 11:00,60.22,80,8,1022.2,58,4,-3.6,50000,239,6.8,4.5
20/01/2020 12:00,62.39,80,8,1021.8,67,4,-1.6,45583,245,7.1,4.9
20/01/2020 13:00,60.55,70,8,1020.7,74,3.8,-0.4,29695,230,7.4,4.4
20/01/2020 14:00,59.72,70,7,1020.2,77,3.9,0.2,43057,249,7.1,3.8
20/01/2020 15:00,55.2,70,8,1019.6,80,3.8,0.7,42887,250,8.1,4.7
20/01/2020 16:00,43.76,70,7,1018.5,82,3.4,0.7,43473,235,7,4.1
20/01/2020 17:00,35.38,60,7,1017.6,84,3.1,0.7,38868,235,7.2,4.1
20/01/2020 18:00,33.23,70,7,1016.5,85,3.1,0.7,38539,232,7.8,5
20/01/2020 19:00,31.82,60,7,1014.8,86,3.3,1.1,38398,227,7.3,4.8
20/01/2020 20:00,29.73,80,7,1013.8,86,3.5,1.5,39720,237,7.6,4.6
20/01/2020 21:00,17.68,60,7,1012.4,85,3.9,1.7,49837,233,6.2,4.3
20/01/2020 22:00,17.73,80,0,1011.8,82,4.6,1.9,50000,246,6.5,3.9
20/01/2020 23:00,16.93,50,7,1011.3,81,4.8,1.8,50000,251,6.6,4.1
21/01/2020 00:00,16.85,50,3,1010.2,81,5.3,2.2,49916,243,7.5,4.9
21/01/2020 01:00,16.79,50,6,1009.7,82,5.3,2.5,50000,249,6.2,4.3
21/01/2020 02:00,16.83,50,7,1009,79,6.2,2.8,50000,259,7.7,4.9
21/01/2020 03:00,16.94,50,7,1007.7,78,6.5,2.9,50000,263,10.1,5.6
21/01/2020 04:00,16.92,50,7,1007.2,78,6.6,3,50000,267,7.7,4.8
21/01/2020 05:00,29.25,40,8,1006.3,77,7.1,3.4,44619,267,7.3,4.8
21/01/2020 06:00,32.31,40,8,1006,78,7.3,3.7,47970,262,5.9,3.9
21/01/2020 07:00,41.48,50,8,1005.5,75,7.8,3.7,50000,269,6.9,4
21/01/2020 08:00,56.84,50,7,1005.7,64,7.9,1.6,50000,301,11.3,8.2
21/01/2020 09:00,63.27,60,7,1006.2,58,7.2,-0.6,48492,303,12.7,8
21/01/2020 10:00,62.04,60,0,1006.7,57,6.1,-1.8,38626,311,12.9,8.1
21/01/2020 11:00,61.85,50,0,1007.1,53,6.1,-2.6,29355,303,12.8,7.6
21/01/2020 12:00,60.75,60,0,1008.1,52,5.7,-3.5,30724,301,12.3,7.7
21/01/2020 13:00,57.63,60,0,1008.6,52,5.1,-4,29762,292,13.6,8.8
21/01/2020 14:00,53.96,60,0,1008.7,56,4.5,-3.6,34895,292,11.6,6.6
21/01/2020 15:00,50.29,60,0,1009,59,3.8,-3.4,32965,288,9.7,5.9
21/01/2020 16:00,42.31,70,0,1008.7,59,3.6,-3.7,39767,295,10,6.5
21/01/2020 17:00,33.89,60,2,1008.9,58,3.6,-3.8,39273,282,10,6.3
21/01/2020 18:00,30.43,60,7,1008.2,57,4,-3.8,45555,284,13.1,7.5
21/01/2020 19:00,30.49,70,8,1007.5,57,4,-3.8,50000,276,10.9,5.9
21/01/2020 20:00,28.35,60,7,1006.3,55,4.1,-4,50000,275,12.4,6.4
21/01/2020 21:00,16.18,70,8,1005.9,58,4.1,-3.4,50000,270,9.3,5.9
21/01/2020 22:00,16.04,80,8,1005.1,58,4,-3.5,50000,273,11.1,6.9
21/01/2020 23:00,15.43,50,7,1003.9,58,4.1,-3.6,50000,279,13.4,7.8
22/01/2020 00:00,15.42,50,7,1003.2,59,3.9,-3.4,50000,283,12.1,6.9
22/01/2020 01:00,15.24,50,2,1002.3,61,3.4,-3.3,50000,284,11.3,5.8
22/01/2020 02:00,15.12,50,0,1001.8,62,3,-3.5,50000,293,11.7,6.4
22/01/2020 03:00,15.39,50,0,1001.2,62,2.9,-3.6,50000,291,10.6,7.3
22/01/2020 04:00,15.23,50,4,1001.4,87,0.8,-1.1,50000,292,11.4,7.1
22/01/2020 05:00,28.52,60,0,1001.4,84,0.5,-2,50000,294,8.5,5.9
22/01/2020 06:00,31.56,60,0,1001.5,79,0.7,-2.5,42449,298,8.2,5.1
22/01/2020 07:00,41.39,70,0,1002.2,77,0.5,-3,36670,307,8.4,5.4
22/01/2020 08:00,57.6,80,3,1003.5,78,0.9,-2.5,36061,302,9.2,5.5
22/01/2020 09:00,60.57,100,8,1004.3,68,1.8,-3.4,40387,302,8.1,4.8
22/01/2020 10:00,60.41,100,7,1005.5,62,2.3,-4.3,41615,321,11.5,6.9
22/01/2020 11:00,62.88,70,0,1006.4,59,2.3,-4.8,45931,323,10.6,7.2
22/01/2020 12:00,61.16,90,0,1007.5,59,2.4,-4.8,46095,319,10.6,5.5
22/01/2020 13:00,56.56,70,0,1008.9,59,2.1,-5,49775,322,12.1,8.1
22/01/2020 14:00,52.43,70,0,1010.5,64,1.2,-4.8,50000,326,10.5,7.1
22/01/2020 15:00,50.5,60,0,1011.9,67,0.6,-4.9,50000,325,8.6,6.1
22/01/2020 16:00,41.36,80,0,1012.7,68,0,-5.2,50000,320,7,4.4
22/01/2020 17:00,35.7,70,7,1013.7,71,-0.3,-5,50000,294,5.2,3.3
22/01/2020 18:00,31.83,80,7,1014,74,-0.6,-4.7,50000,286,4.4,3
22/01/2020 19:00,30.67,80,7,1014.6,74,-0.4,-4.4,50000,279,6.3,4.1
22/01/2020 20:00,28.43,90,8,1015.2,75,-0.4,-4.3,50000,304,7.5,5.1
22/01/2020 21:00,16.22,90,2,1015.9,75,-0.7,-4.6,50000,313,7.2,4.4
22/01/2020 22:00,16.03,90,0,1016.8,76,-0.7,-4.5,50000,319,8,4.7
22/01/2020 23:00,15.37,60,0,1017.8,74,-1,-5,50000,322,7.1,4.7
23/01/2020 00:00,15.48,70,0,1018.1,74,-1.6,-5.6,50000,308,4.8,3.4
23/01/2020 01:00,15.25,60,0,1018.5,75,-2.2,-6.1,50000,295,4.5,2.7
23/01/2020 02:00,15.43,70,0,1018.4,81,-3.1,-5.9,50000,290,2.1,1
23/01/2020 03:00,15.23,60,1,1018.2,83,-2.7,-5.2,50000,277,3.9,2.7
23/01/2020 04:00,15.39,70,1,1018.1,84,-2.8,-5.1,50000,260,3.2,2.1
23/01/2020 05:00,27.79,70,7,1017.7,86,-2.5,-4.5,50000,261,3.5,2.4
23/01/2020 06:00,30.69,70,7,1017.3,85,-2.2,-4.4,50000,275,3.3,1.9
23/01/2020 07:00,41.31,90,1,1017.1,87,-2.4,-4.2,50000,261,3.1,1.8
23/01/2020 08:00,56.27,100,0,1016.9,90,-1.5,-3,40483,267,3.8,2.2
23/01/2020 09:00,59.76,120,0,1016.5,88,-0.6,-2.3,42726,281,4.2,2.6
23/01/2020 10:00,55.86,100,0,1015.7,86,0.3,-1.7,41554,278,4.5,2.8
23/01/2020 11:00,56.47,90,4,1014.7,83,0.9,-1.6,49341,267,8.8,4.5
23/01/2020 12:00,58.44,90,7,1013.7,84,1.1,-1.2,50000,248,5.1,3.3
23/01/2020 13:00,56.84,90,8,1012.8,85,1.3,-1,38112,247,5.7,3.5
23/01/2020 14:00,55.38,80,8,1011.6,85,1.3,-0.9,50000,217,4.9,3.3
23/01/2020 15:00,51.46,80,8,1009.3,78,2,-1.4,50000,186,6.1,4.3
23/01/2020 16:00,41.21,90,8,1008,76,2.9,-0.9,43023,214,7.4,4.4
23/01/2020 17:00,33.83,70,8,1006.6,79,3.3,0,48346,217,9.2,5.3
23/01/2020 18:00,31.82,70,8,1005.5,81,3.6,0.5,42628,225,7.4,4.7
23/01/2020 19:00,31.11,80,8,1004.3,81,3.4,0.5,39686,244,6.6,4.8
23/01/2020 20:00,28.34,60,7,1004,81,2.8,-0.2,45108,245,6.7,4.5
23/01/2020 21:00,15.99,70,6,1003.5,81,2.1,-0.9,48362,247,6.1,3.8
23/01/2020 22:00,15.91,80,6,1003.2,81,1.7,-1.2,46819,259,7.8,4.6
23/01/2020 23:00,15.21,60,2,1002.7,84,1.2,-1.2,50000,243,5.6,3.3
24/01/2020 00:00,15.13,50,6,1002.2,85,1.1,-1.1,50000,240,6.4,3.8
24/01/2020 01:00,15.3,60,8,1001.9,84,1.6,-0.8,48800,277,3.6,2.2
24/01/2020 02:00,15.26,60,7,1001.3,85,1.6,-0.7,50000,244,4.3,2.9
24/01/2020 03:00,15.22,50,8,1000.9,84,1.8,-0.6,49761,250,4.1,2.3
24/01/2020 04:00,15.22,60,8,1000.2,84,2,-0.4,46807,234,5,3
24/01/2020 05:00,28,50,8,1000.5,85,2.1,-0.2,50000,254,3.3,2.3
24/01/2020 06:00,31.38,60,7,999.6,85,2.1,-0.1,50000,216,4.6,2.9
24/01/2020 07:00,41.36,70,8,999.5,86,2.1,0.1,50000,249,3.7,2.5
24/01/2020 08:00,54.9,70,7,1000,86,2.2,0.1,50000,278,3.1,1.8
24/01/2020 09:00,58.41,90,8,999.7,85,2.5,0.2,50000,275,3.8,2.3
24/01/2020 10:00,56.97,80,7,998.9,80,3.1,0,50000,260,4.2,2.3
24/01/2020 11:00,59.44,80,8,998.9,78,3.5,0,46279,319,6.4,4
24/01/2020 12:00,57.78,60,8,998.9,85,3.4,1,22006,301,8.7,5.4
24/01/2020 13:00,59.38,100,8,998.5,84,3.4,0.9,50000,257,7.4,4.3
24/01/2020 14:00,56.49,60,3,998.5,83,2.8,0.2,50000,270,5.6,3.7
24/01/2020 15:00,46.41,70,0,999,89,1.8,0.1,50000,252,4.8,3.2
24/01/2020 16:00,37.26,70,0,999,92,1,-0.1,48786,250,4.7,2.7
24/01/2020 17:00,33.81,80,0,999.2,95,0.4,-0.3,42106,226,4,2.7
24/01/2020 18:00,30.16,80,0,999.1,93,0.6,-0.5,49681,257,4.4,2.6
24/01/2020 19:00,29.53,80,0,998.7,91,0.7,-0.6,50000,259,4.7,2.8
24/01/2020 20:00,27.15,80,0,997.9,92,0.3,-0.8,50000,212,3.9,2.3
24/01/2020 21:00,15.23,80,0,997.3,93,0.8,-0.3,50000,224,4.7,2.9
24/01/2020 22:00,14.89,90,0,996.5,91,1,-0.4,50000,246,6.1,3.9
24/01/2020 23:00,14.38,60,6,996.5,89,0.9,-0.6,50000,254,6.4,3.4
25/01/2020 00:00,14.25,60,7,996,88,0.9,-0.9,50000,257,5.3,3.8
25/01/2020 01:00,14.14,60,1,996.1,83,1.1,-1.5,50000,275,6.8,4.3
25/01/2020 02:00,14.22,60,0,996,76,0.9,-2.9,50000,286,8.9,5.1
25/01/2020 03:00,14.19,60,0,996.2,70,1.1,-3.9,50000,293,8.3,5.4
25/01/2020 04:00,14.14,50,0,996.4,67,1,-4.4,50000,285,9,5.4
25/01/2020 05:00,14.85,60,0,996.9,70,0.9,-4,50000,287,9.4,5.7
25/01/2020 06:00,14.91,60,0,997.6,70,0.8,-4.1,49851,287,8.8,4.9
25/01/2020 07:00,14.9,60,0,998.2,69,0.8,-4.2,50000,289,9.6,5.4
25/01/2020 08:00,17.62,70,0,998.8,68,1.1,-4.1,46487,281,9,5.9
25/01/2020 09:00,17.51,80,0,999.7,65,1.8,-4,46852,289,12.1,7.4
25/01/2020 10:00,17.42,80,0,1000.6,62,2.2,-4.2,47273,292,11.5,7.4
25/01/2020 11:00,17.49,80,0,1001.5,60,2.4,-4.5,44425,302,12.8,8
25/01/2020 12:00,17.67,80,0,1002.3,61,2.2,-4.5,43410,298,10.6,6
25/01/2020 13:00,17.61,70,0,1003.1,66,1.5,-4.2,50000,284,6.3,4.6
25/01/2020 14:00,18.04,60,0,1003.8,67,0.8,-4.6,46351,288,7.6,4.1
25/01/2020 15:00,17.82,70,0,1004.7,72,0.1,-4.3,50000,277,4.1,2.8
25/01/2020 16:00,17.45,70,0,1005.3,75,0,-4,50000,279,4.7,3.3
25/01/2020 17:00,17.89,80,0,1005.9,78,-0.4,-3.7,46840,268,4.7,2.6
25/01/2020 18:00,17.7,80,0,1006.5,80,-0.5,-3.6,49329,264,4.5,2.9
25/01/2020 19:00,17.99,80,0,1007,82,-0.9,-3.5,39878,263,5.6,3
25/01/2020 20:00,15.74,80,0,1007.2,84,-1.1,-3.5,50000,264,3.9,2.5
25/01/2020 21:00,15.02,80,7,1007.4,86,-1.3,-3.4,44344,248,3.2,2.3
25/01/2020 22:00,14.87,90,7,1007.4,86,-1.2,-3.3,45811,247,3.4,1.9
